"journal_id","journal_number","journal_date","source_type","source_id","line_id","account_id","account_code","account_name","line_amount","description","tenant_id","user_id","connection_id","provider","org_id","org_name","updated_at","synced_at","department","class_name","vendor_name","vendor_id","debit_amount","credit_amount"
"sample_gl_2024__TB_5100_202412",0,"2024-12-31 00:00:00","COGS","","sample_gl_2024__TB_5100_202412__0","5100","5100","Direct Labor",10846,"Monthly COGS entry","3c964ac3-7868-48ca-a197-53cf9629175d","","d8f7ab35-f218-4b14-8188-bf744c42cb6e","gl_import","sample_gl_2024","","2026-05-17 17:45:55","2026-05-17 17:45:56","","","","",10846,0
"sample_gl_2024__TB_5200_202401",0,"2024-01-31 00:00:00","COGS","","sample_gl_2024__TB_5200_202401__0","5200","5200","Shipping & Freight - COGS",1288,"Monthly COGS entry","3c964ac3-7868-48ca-a197-53cf9629175d","","d8f7ab35-f218-4b14-8188-bf744c42cb6e","gl_import","sample_gl_2024","","2026-05-17 17:45:55","2026-05-17 17:45:56","","","","",1288,0
"sample_gl_2024__TB_5200_202402",0,"2024-02-29 00:00:00","COGS","","sample_gl_2024__TB_5200_202402__0","5200","5200","Shipping & Freight - COGS",1288,"Monthly COGS entry","3c964ac3-7868-48ca-a197-53cf9629175d","","d8f7ab35-f218-4b14-8188-bf744c42cb6e","gl_import","sample_gl_2024","","2026-05-17 17:45:55","2026-05-17 17:45:56","","","","",1288,0
"sample_gl_2024__TB_5200_202403",0,"2024-03-31 00:00:00","COGS","","sample_gl_2024__TB_5200_202403__0","5200","5200","Shipping & Freight - COGS",1472,"Monthly COGS entry","3c964ac3-7868-48ca-a197-53cf9629175d","","d8f7ab35-f218-4b14-8188-bf744c42cb6e","gl_import","sample_gl_2024","","2026-05-17 17:45:55","2026-05-17 17:45:56","","","","",1472,0
"sample_gl_2024__TB_5200_202404",0,"2024-04-30 00:00:00","COGS","","sample_gl_2024__TB_5200_202404__0","5200","5200","Shipping & Freight - COGS",1472,"Monthly COGS entry","3c964ac3-7868-48ca-a197-53cf9629175d","","d8f7ab35-f218-4b14-8188-bf744c42cb6e","gl_import","sample_gl_2024","","2026-05-17 17:45:55","2026-05-17 17:45:56","","","","",1472,0
"sample_gl_2024__TB_5200_202405",0,"2024-05-31 00:00:00","COGS","","sample_gl_2024__TB_5200_202405__0","5200","5200","Shipping & Freight - COGS",1472,"Monthly COGS entry","3c964ac3-7868-48ca-a197-53cf9629175d","","d8f7ab35-f218-4b14-8188-bf744c42cb6e","gl_import","sample_gl_2024","","2026-05-17 17:45:55","2026-05-17 17:45:56","","","","",1472,0
"sample_gl_2024__TB_5200_202406",0,"2024-06-30 00:00:00","COGS","","sample_gl_2024__TB_5200_202406__0","5200","5200","Shipping & Freight - COGS",1472,"Monthly COGS entry","3c964ac3-7868-48ca-a197-53cf9629175d","","d8f7ab35-f218-4b14-8188-bf744c42cb6e","gl_import","sample_gl_2024","","2026-05-17 17:45:55","2026-05-17 17:45:56","","","","",1472,0
"sample_gl_2024__TB_5200_202407",0,"2024-07-31 00:00:00","COGS","","sample_gl_2024__TB_5200_202407__0","5200","5200","Shipping & Freight - COGS",1472,"Monthly COGS entry","3c964ac3-7868-48ca-a197-53cf9629175d","","d8f7ab35-f218-4b14-8188-bf744c42cb6e","gl_import","sample_gl_2024","","2026-05-17 17:45:55","2026-05-17 17:45:56","","","","",1472,0
"sample_gl_2024__TB_5200_202408",0,"2024-08-31 00:00:00","COGS","","sample_gl_2024__TB_5200_202408__0","5200","5200","Shipping & Freight - COGS",1472,"Monthly COGS entry","3c964ac3-7868-48ca-a197-53cf9629175d","","d8f7ab35-f218-4b14-8188-bf744c42cb6e","gl_import","sample_gl_2024","","2026-05-17 17:45:55","2026-05-17 17:45:56","","","","",1472,0
"sample_gl_2024__TB_5200_202409",0,"2024-09-30 00:00:00","COGS","","sample_gl_2024__TB_5200_202409__0","5200","5200","Shipping & Freight - COGS",1656,"Monthly COGS entry","3c964ac3-7868-48ca-a197-53cf9629175d","","d8f7ab35-f218-4b14-8188-bf744c42cb6e","gl_import","sample_gl_2024","","2026-05-17 17:45:55","2026-05-17 17:45:56","","","","",1656,0
"sample_gl_2024__TB_5200_202410",0,"2024-10-31 00:00:00","COGS","","sample_gl_2024__TB_5200_202410__0","5200","5200","Shipping & Freight - COGS",1656,"Monthly COGS entry","3c964ac3-7868-48ca-a197-53cf9629175d","","d8f7ab35-f218-4b14-8188-bf744c42cb6e","gl_import","sample_gl_2024","","2026-05-17 17:45:55","2026-05-17 17:45:56","","","","",1656,0
"sample_gl_2024__TB_5200_202411",0,"2024-11-30 00:00:00","COGS","","sample_gl_2024__TB_5200_202411__0","5200","5200","Shipping & Freight - COGS",1656,"Monthly COGS entry","3c964ac3-7868-48ca-a197-53cf9629175d","","d8f7ab35-f218-4b14-8188-bf744c42cb6e","gl_import","sample_gl_2024","","2026-05-17 17:45:55","2026-05-17 17:45:56","","","","",1656,0
"sample_gl_2024__TB_5200_202412",0,"2024-12-31 00:00:00","COGS","","sample_gl_2024__TB_5200_202412__0","5200","5200","Shipping & Freight - COGS",2024,"Monthly COGS entry","3c964ac3-7868-48ca-a197-53cf9629175d","","d8f7ab35-f218-4b14-8188-bf744c42cb6e","gl_import","sample_gl_2024","","2026-05-17 17:45:55","2026-05-17 17:45:56","","","","",2024,0
"sample_gl_2024__TXN-0001",1,"2024-01-04 18:30:00","AP","TXN-0001","sample_gl_2024__TXN-0001__0","2000","2000","Accounts Payable",-1240,"Office supplies purchase","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Admin","General","Office Depot","",0,1240
"sample_gl_2024__TXN-0001",1,"2024-01-04 18:30:00","EX","TXN-0001","sample_gl_2024__TXN-0001__1","6300","6300","Office Supplies",1240,"Office supplies purchase","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Admin","General","Office Depot","",1240,0
"sample_gl_2024__TXN-0002",2,"2024-01-07 18:30:00","AP","TXN-0002","sample_gl_2024__TXN-0002__2","2000","2000","Accounts Payable",-700,"Monthly phone & internet","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Admin","General","AT&T","",0,700
"sample_gl_2024__TXN-0002",2,"2024-01-07 18:30:00","EX","TXN-0002","sample_gl_2024__TXN-0002__3","6220","6220","Internet & Phone",700,"Monthly phone & internet","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Admin","General","AT&T","",700,0
"sample_gl_2024__TXN-0003",3,"2024-01-09 18:30:00","AP","TXN-0003","sample_gl_2024__TXN-0003__4","2000","2000","Accounts Payable",-3200,"Office equipment","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Admin","General","Amazon Business","",0,3200
"sample_gl_2024__TXN-0003",3,"2024-01-09 18:30:00","EX","TXN-0003","sample_gl_2024__TXN-0003__5","1410","1410","Computer Equipment",3200,"Office equipment","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Admin","General","Amazon Business","",3200,0
"sample_gl_2024__TXN-0004",4,"2024-01-11 18:30:00","AP","TXN-0004","sample_gl_2024__TXN-0004__6","2000","2000","Accounts Payable",-480,"Shipping charges","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Operations","Product","FedEx","",0,480
"sample_gl_2024__TXN-0004",4,"2024-01-11 18:30:00","EX","TXN-0004","sample_gl_2024__TXN-0004__7","6310","6310","Postage & Delivery",480,"Shipping charges","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Operations","Product","FedEx","",480,0
"sample_gl_2024__TXN-0005",5,"2024-01-14 18:30:00","PR","TXN-0005","sample_gl_2024__TXN-0005__10","2100","2100","Accrued Payroll",-23383,"January payroll","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Admin","General","Payroll","",0,23383
"sample_gl_2024__TXN-0005",5,"2024-01-14 18:30:00","PR","TXN-0005","sample_gl_2024__TXN-0005__8","6000","6000","Salaries & Wages - Admin",15350,"January payroll - admin","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Admin","General","Payroll","",15350,0
"sample_gl_2024__TXN-0005",5,"2024-01-14 18:30:00","PR","TXN-0005","sample_gl_2024__TXN-0005__9","6010","6010","Salaries & Wages - Sales",8033,"January payroll - sales","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Sales","General","Payroll","",8033,0
"sample_gl_2024__TXN-0006",6,"2024-01-17 18:30:00","AP","TXN-0006","sample_gl_2024__TXN-0006__11","2000","2000","Accounts Payable",-6000,"Monthly rent","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Admin","General","WeWork","",0,6000
"sample_gl_2024__TXN-0006",6,"2024-01-17 18:30:00","EX","TXN-0006","sample_gl_2024__TXN-0006__12","6200","6200","Rent Expense",6000,"Monthly rent","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Admin","General","WeWork","",6000,0
"sample_gl_2024__TXN-0007",7,"2024-01-19 18:30:00","AP","TXN-0007","sample_gl_2024__TXN-0007__13","2000","2000","Accounts Payable",-3800,"Digital advertising","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Sales","Marketing","Google Ads","",0,3800
"sample_gl_2024__TXN-0007",7,"2024-01-19 18:30:00","EX","TXN-0007","sample_gl_2024__TXN-0007__14","6400","6400","Advertising & Marketing",3800,"Digital advertising","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Sales","Marketing","Google Ads","",3800,0
"sample_gl_2024__TXN-0008",8,"2024-01-21 18:30:00","AP","TXN-0008","sample_gl_2024__TXN-0008__15","2000","2000","Accounts Payable",-18400,"Inventory purchase","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Operations","Product","Grainger Industrial","",0,18400
"sample_gl_2024__TXN-0008",8,"2024-01-21 18:30:00","AS","TXN-0008","sample_gl_2024__TXN-0008__16","1200","1200","Inventory",18400,"Inventory purchase","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Operations","Product","Grainger Industrial","",18400,0
"sample_gl_2024__TXN-0009",9,"2024-01-24 18:30:00","AP","TXN-0009","sample_gl_2024__TXN-0009__17","2000","2000","Accounts Payable",-280,"Payroll processing fee","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Admin","General","ADP Payroll Services","",0,280
"sample_gl_2024__TXN-0009",9,"2024-01-24 18:30:00","EX","TXN-0009","sample_gl_2024__TXN-0009__18","6510","6510","Professional Fees",280,"Payroll processing fee","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Admin","General","ADP Payroll Services","",280,0
"sample_gl_2024__TXN-0010",10,"2024-01-27 18:30:00","AP","TXN-0010","sample_gl_2024__TXN-0010__19","2000","2000","Accounts Payable",-5600,"Quarterly insurance premium","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Admin","General","Travelers Insurance","",0,5600
"sample_gl_2024__TXN-0010",10,"2024-01-27 18:30:00","EX","TXN-0010","sample_gl_2024__TXN-0010__20","6500","6500","Insurance",5600,"Quarterly insurance premium","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Admin","General","Travelers Insurance","",5600,0
"sample_gl_2024__TXN-0011",11,"2024-01-29 18:30:00","AP","TXN-0011","sample_gl_2024__TXN-0011__21","2000","2000","Accounts Payable",-640,"Office supplies","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Admin","General","Staples","",0,640
"sample_gl_2024__TXN-0011",11,"2024-01-29 18:30:00","EX","TXN-0011","sample_gl_2024__TXN-0011__22","6300","6300","Office Supplies",640,"Office supplies","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Admin","General","Staples","",640,0
"sample_gl_2024__TXN-0012",12,"2024-02-01 18:30:00","AP","TXN-0012","sample_gl_2024__TXN-0012__23","2000","2000","Accounts Payable",-520,"Shipping charges","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Operations","Product","UPS","",0,520
"sample_gl_2024__TXN-0012",12,"2024-02-01 18:30:00","EX","TXN-0012","sample_gl_2024__TXN-0012__24","6310","6310","Postage & Delivery",520,"Shipping charges","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Operations","Product","UPS","",520,0
"sample_gl_2024__TXN-0013",13,"2024-02-04 18:30:00","AP","TXN-0013","sample_gl_2024__TXN-0013__25","2000","2000","Accounts Payable",-840,"Software subscription","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Admin","General","Microsoft 365","",0,840
"sample_gl_2024__TXN-0013",13,"2024-02-04 18:30:00","EX","TXN-0013","sample_gl_2024__TXN-0013__26","6410","6410","Website & Software",840,"Software subscription","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Admin","General","Microsoft 365","",840,0
"sample_gl_2024__TXN-0014",14,"2024-02-07 18:30:00","AP","TXN-0014","sample_gl_2024__TXN-0014__27","2000","2000","Accounts Payable",-1200,"CRM subscription","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Sales","Marketing","Salesforce","",0,1200
"sample_gl_2024__TXN-0014",14,"2024-02-07 18:30:00","EX","TXN-0014","sample_gl_2024__TXN-0014__28","6410","6410","Website & Software",1200,"CRM subscription","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Sales","Marketing","Salesforce","",1200,0
"sample_gl_2024__TXN-0015",15,"2024-02-09 18:30:00","AP","TXN-0015","sample_gl_2024__TXN-0015__29","2000","2000","Accounts Payable",-22600,"Inventory purchase","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Operations","Product","W.W. Grainger","",0,22600
"sample_gl_2024__TXN-0015",15,"2024-02-09 18:30:00","AS","TXN-0015","sample_gl_2024__TXN-0015__30","1200","1200","Inventory",22600,"Inventory purchase","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Operations","Product","W.W. Grainger","",22600,0
"sample_gl_2024__TXN-0016",16,"2024-02-11 18:30:00","AP","TXN-0016","sample_gl_2024__TXN-0016__31","2000","2000","Accounts Payable",-700,"Monthly phone & internet","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Admin","General","AT&T","",0,700
"sample_gl_2024__TXN-0016",16,"2024-02-11 18:30:00","EX","TXN-0016","sample_gl_2024__TXN-0016__32","6220","6220","Internet & Phone",700,"Monthly phone & internet","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Admin","General","AT&T","",700,0
"sample_gl_2024__TXN-0017",17,"2024-02-14 18:30:00","PR","TXN-0017","sample_gl_2024__TXN-0017__33","6000","6000","Salaries & Wages - Admin",15350,"February payroll - admin","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Admin","General","Payroll","",15350,0
"sample_gl_2024__TXN-0017",17,"2024-02-14 18:30:00","PR","TXN-0017","sample_gl_2024__TXN-0017__34","6010","6010","Salaries & Wages - Sales",8033,"February payroll - sales","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Sales","General","Payroll","",8033,0
"sample_gl_2024__TXN-0017",17,"2024-02-14 18:30:00","PR","TXN-0017","sample_gl_2024__TXN-0017__35","2100","2100","Accrued Payroll",-23383,"February payroll","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Admin","General","Payroll","",0,23383
"sample_gl_2024__TXN-0018",18,"2024-02-17 18:30:00","AP","TXN-0018","sample_gl_2024__TXN-0018__36","2000","2000","Accounts Payable",-6000,"Monthly rent","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Admin","General","WeWork","",0,6000
"sample_gl_2024__TXN-0018",18,"2024-02-17 18:30:00","EX","TXN-0018","sample_gl_2024__TXN-0018__37","6200","6200","Rent Expense",6000,"Monthly rent","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Admin","General","WeWork","",6000,0
"sample_gl_2024__TXN-0019",19,"2024-02-19 18:30:00","AP","TXN-0019","sample_gl_2024__TXN-0019__38","2000","2000","Accounts Payable",-2800,"Social media advertising","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Sales","Marketing","Meta Ads","",0,2800
"sample_gl_2024__TXN-0019",19,"2024-02-19 18:30:00","EX","TXN-0019","sample_gl_2024__TXN-0019__39","6400","6400","Advertising & Marketing",2800,"Social media advertising","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Sales","Marketing","Meta Ads","",2800,0
"sample_gl_2024__TXN-0020",20,"2024-02-21 18:30:00","AP","TXN-0020","sample_gl_2024__TXN-0020__40","2000","2000","Accounts Payable",-8500,"Consulting services","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Admin","General","Deloitte","",0,8500
"sample_gl_2024__TXN-0020",20,"2024-02-21 18:30:00","EX","TXN-0020","sample_gl_2024__TXN-0020__41","6520","6520","Accounting & Legal",8500,"Consulting services","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Admin","General","Deloitte","",8500,0
"sample_gl_2024__TXN-0021",21,"2024-02-24 18:30:00","AP","TXN-0021","sample_gl_2024__TXN-0021__42","2000","2000","Accounts Payable",-1240,"Utilities","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Admin","General","ComEd","",0,1240
"sample_gl_2024__TXN-0021",21,"2024-02-24 18:30:00","EX","TXN-0021","sample_gl_2024__TXN-0021__43","6210","6210","Utilities",1240,"Utilities","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Admin","General","ComEd","",1240,0
"sample_gl_2024__TXN-0022",22,"2024-02-27 18:30:00","AP","TXN-0022","sample_gl_2024__TXN-0022__44","2000","2000","Accounts Payable",-31200,"Inventory purchase","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Operations","Product","Amazon Business","",0,31200
"sample_gl_2024__TXN-0022",22,"2024-02-27 18:30:00","AS","TXN-0022","sample_gl_2024__TXN-0022__45","1200","1200","Inventory",31200,"Inventory purchase","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Operations","Product","Amazon Business","",31200,0
"sample_gl_2024__TXN-0023",23,"2024-03-03 18:30:00","AP","TXN-0023","sample_gl_2024__TXN-0023__46","2000","2000","Accounts Payable",-610,"Shipping charges","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Operations","Product","FedEx","",0,610
"sample_gl_2024__TXN-0023",23,"2024-03-03 18:30:00","EX","TXN-0023","sample_gl_2024__TXN-0023__47","6310","6310","Postage & Delivery",610,"Shipping charges","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Operations","Product","FedEx","",610,0
"sample_gl_2024__TXN-0024",24,"2024-03-05 18:30:00","AP","TXN-0024","sample_gl_2024__TXN-0024__48","2000","2000","Accounts Payable",-4200,"Digital advertising","3c964ac3-7868-48ca-a197-53cf9629175d","8154a8df-308a-433d-bafa-e0f9c070d66a","d8f7ab35-f218-4b14-8188-bf744c42cb6e","xero","sample_gl_2024","Sample Company 2024","2026-05-17 17:20:37","2026-05-17 17:20:37","Sales","Marketing","Google Ads","",0,4200
